Year,Month,country,cnt
2015,8,India,2584.0
2015,9,India,2375.0
2015,10,India,2523.0
2015,11,India,2073.0
2015,12,India,2200.0
2016,1,India,2050.0
2016,2,India,2206.0
2016,3,India,2696.0
2016,4,India,2818.0
2016,5,India,2335.0
2016,6,India,2182.0
2016,7,India,2391.0
2016,8,India,2552.0
2016,9,India,2296.0
2016,10,India,2260.0
2016,11,India,2139.0
2016,12,India,2929.0
2017,1,India,2535.0
2017,2,India,2446.0
2017,3,India,3055.0
2017,4,India,2775.0
2017,5,India,2843.0
2017,6,India,2668.0
2017,7,India,2632.0
2017,8,India,2504.0
2017,9,India,2406.0
2017,10,India,2481.0
2017,11,India,2358.0
2017,12,India,2648.0
2018,1,India,2343.0
2018,2,India,2108.0
2018,3,India,3202.0
2018,4,India,2321.0
2018,5,India,2279.0
2018,6,India,2475.0
2018,7,India,2114.0
2018,8,India,2097.0
2018,9,India,1958.0
2018,10,India,1997.0
2018,11,India,2116.0
2018,12,India,2243.0
2019,1,India,1865.0
2019,2,India,1811.0
2019,3,India,2127.0
2019,4,India,2122.0
2019,5,India,2342.0
2019,6,India,2373.0
2019,7,India,2497.0
2019,8,India,2311.0
2019,9,India,2337.0
2019,10,India,2209.0
2019,11,India,2292.0
2019,12,India,2505.0
2020,1,India,2376.0
2020,2,India,2476.0
2020,3,India,981.0
2020,4,India,161.0
2020,5,India,188.0
2020,6,India,312.0
2020,7,India,334.0
2020,8,India,300.0
2020,9,India,352.0
2020,10,India,324.0
2020,11,India,140.0
2020,12,India,101.0
2001,1,Brunei,71902.0
2001,2,Brunei,68053.0
2001,3,Brunei,76029.0
2001,4,Brunei,127016.0
2001,5,Brunei,69990.0
2001,6,Brunei,65829.0
2001,7,Brunei,58389.0
2001,8,Brunei,103251.0
2001,9,Brunei,69794.0
2001,10,Brunei,68342.0
2001,11,Brunei,75117.0
2001,12,Brunei,137477.0
2002,1,Brunei,69203.0
2002,2,Brunei,78587.0
2002,3,Brunei,77982.0
2002,4,Brunei,114181.0
2002,5,Brunei,73507.0
2002,6,Brunei,71652.0
2002,7,Brunei,58282.0
2002,8,Brunei,102759.0
2002,9,Brunei,104302.0
2002,10,Brunei,69737.0
2002,11,Brunei,71605.0
2002,12,Brunei,130709.0
2003,1,Brunei,71292.0
2003,2,Brunei,30169.0
2003,3,Brunei,66762.0
2003,4,Brunei,20284.0
2003,5,Brunei,53223.0
2003,6,Brunei,94291.0
2003,7,Brunei,67776.0
2003,8,Brunei,80439.0
2003,9,Brunei,114213.0
2003,10,Brunei,77211.0
2003,11,Brunei,127939.0
2003,12,Brunei,123130.0
2004,1,Brunei,98247.0
2004,2,Brunei,98244.0
2004,3,Brunei,100350.0
2004,4,Brunei,80612.0
2004,5,Brunei,78216.0
2004,6,Brunei,118248.0
2004,7,Brunei,91282.0
2004,8,Brunei,86616.0
2004,9,Brunei,113765.0
2004,10,Brunei,121606.0
2004,11,Brunei,126504.0
2004,12,Brunei,144161.0
2005,1,Brunei,103024.0
2005,2,Brunei,125211.0
2005,3,Brunei,157161.0
2005,4,Brunei,95041.0
2005,5,Brunei,95955.0
2005,6,Brunei,116383.0
2005,7,Brunei,98554.0
2005,8,Brunei,100400.0
2005,9,Brunei,107707.0
2005,10,Brunei,100393.0
2005,11,Brunei,45496.0
2005,12,Brunei,173467.0
2006,1,Brunei,116158.0
2006,2,Brunei,92537.0
2006,3,Brunei,103156.0
2006,4,Brunei,82602.0
2006,5,Brunei,40042.0
2006,6,Brunei,96482.0
2006,7,Brunei,88332.0
2006,8,Brunei,97583.0
2006,9,Brunei,107689.0
2006,10,Brunei,121280.0
2006,11,Brunei,91921.0
2006,12,Brunei,143856.0
2007,1,Brunei,106308.0
2007,2,Brunei,99116.0
2007,3,Brunei,153291.0
2007,4,Brunei,88014.0
2007,5,Brunei,125699.0
2007,6,Brunei,129619.0
2007,7,Brunei,100819.0
2007,8,Brunei,117390.0
2007,9,Brunei,103623.0
2007,10,Brunei,127295.0
2007,11,Brunei,117667.0
2007,12,Brunei,227901.0
2008,1,Brunei,125762.0
2008,2,Brunei,102602.0
2008,3,Brunei,123541.0
2008,4,Brunei,98132.0
2008,5,Brunei,106352.0
2008,6,Brunei,136306.0
2008,7,Brunei,103088.0
2008,8,Brunei,102062.0
2008,9,Brunei,113629.0
2008,10,Brunei,110220.0
2008,11,Brunei,115876.0
2008,12,Brunei,185208.0
2009,1,Brunei,123743.0
2009,2,Brunei,80522.0
2009,3,Brunei,107169.0
2009,4,Brunei,92997.0
2009,5,Brunei,96707.0
2009,6,Brunei,111902.0
2009,7,Brunei,57646.0
2009,8,Brunei,70339.0
2009,9,Brunei,83186.0
2009,10,Brunei,74749.0
2009,11,Brunei,85492.0
2009,12,Brunei,219467.0
2010,1,Brunei,87521.0
2010,2,Brunei,80688.0
2010,3,Brunei,126938.0
2010,4,Brunei,69384.0
2010,5,Brunei,84998.0
2010,6,Brunei,81478.0
2010,7,Brunei,93511.0
2010,8,Brunei,82194.0
2010,9,Brunei,96364.0
2010,10,Brunei,91395.0
2010,11,Brunei,86899.0
2010,12,Brunei,206750.0
2011,1,Brunei,125488.0
2011,2,Brunei,89896.0
2011,3,Brunei,123927.0
2011,4,Brunei,115146.0
2011,5,Brunei,125128.0
2011,6,Brunei,117714.0
2011,7,Brunei,126994.0
2011,8,Brunei,141195.0
2011,9,Brunei,129378.0
2011,10,Brunei,106108.0
2011,11,Brunei,134685.0
2011,12,Brunei,217864.0
2012,1,Brunei,157265.0
2012,2,Brunei,121857.0
2012,3,Brunei,169687.0
2012,4,Brunei,135330.0
2012,5,Brunei,128191.0
2012,6,Brunei,144804.0
2012,7,Brunei,119986.0
2012,8,Brunei,160138.0
2012,9,Brunei,122304.0
2012,10,Brunei,129773.0
2012,11,Brunei,140204.0
2012,12,Brunei,199384.0
2013,1,Brunei,144913.0
2013,2,Brunei,132225.0
2013,3,Brunei,157924.0
2013,4,Brunei,127311.0
2013,5,Brunei,111249.0
2013,6,Brunei,140487.0
2013,7,Brunei,119401.0
2013,8,Brunei,152895.0
2013,9,Brunei,129345.0
2013,10,Brunei,130531.0
2013,11,Brunei,134586.0
2013,12,Brunei,229237.0
2014,1,Brunei,142079.0
2014,2,Brunei,134888.0
2014,3,Brunei,164170.0
2014,4,Brunei,134639.0
2014,5,Brunei,158056.0
2014,6,Brunei,163968.0
2014,7,Brunei,139667.0
2014,8,Brunei,176763.0
2014,9,Brunei,165913.0
2014,10,Brunei,189964.0
2014,11,Brunei,152936.0
2014,12,Brunei,229177.0
2015,1,Brunei,156375.0
2015,2,Brunei,155134.0
2015,3,Brunei,172144.0
2015,4,Brunei,155127.0
2015,5,Brunei,122401.0
2015,6,Brunei,107756.0
2015,7,Brunei,144850.0
2015,8,Brunei,113000.0
2015,9,Brunei,115501.0
2015,10,Brunei,105218.0
2015,11,Brunei,92652.0
2015,12,Brunei,145839.0
2016,1,Brunei,74127.0
2016,2,Brunei,96394.0
2016,3,Brunei,133082.0
2016,4,Brunei,115951.0
2016,5,Brunei,103496.0
2016,6,Brunei,101928.0
2016,7,Brunei,110264.0
2016,8,Brunei,113412.0
2016,9,Brunei,126163.0
2016,10,Brunei,121716.0
2016,11,Brunei,109389.0
2016,12,Brunei,189091.0
2017,1,Brunei,153333.0
2017,2,Brunei,129752.0
2017,3,Brunei,196654.0
2017,4,Brunei,156521.0
2017,5,Brunei,147209.0
2017,6,Brunei,151890.0
2017,7,Brunei,132984.0
2017,8,Brunei,137238.0
2017,9,Brunei,155891.0
2017,10,Brunei,105501.0
2017,11,Brunei,111005.0
2017,12,Brunei,160805.0
2018,1,Brunei,108207.0
2018,2,Brunei,95573.0
2018,3,Brunei,130881.0
2018,4,Brunei,107937.0
2018,5,Brunei,106243.0
2018,6,Brunei,124279.0
2018,7,Brunei,97464.0
2018,8,Brunei,104373.0
2018,9,Brunei,133199.0
2018,10,Brunei,99304.0
2018,11,Brunei,104395.0
2018,12,Brunei,115706.0
2019,1,Brunei,86685.0
2019,2,Brunei,96045.0
2019,3,Brunei,122093.0
2019,4,Brunei,90921.0
2019,5,Brunei,112727.0
2019,6,Brunei,112967.0
2019,7,Brunei,105457.0
2019,8,Brunei,108505.0
2019,9,Brunei,128625.0
2019,10,Brunei,91914.0
2019,11,Brunei,101377.0
2019,12,Brunei,138701.0
2020,1,Brunei,88212.0
2020,2,Brunei,59191.0
2020,3,Brunei,30248.0
2020,4,Brunei,283.0
2020,5,Brunei,340.0
2020,6,Brunei,410.0
2020,7,Brunei,346.0
2020,8,Brunei,205.0
2020,9,Brunei,332.0
2020,10,Brunei,352.0
2020,11,Brunei,324.0
2020,12,Brunei,373.0
2001,1,USA,752.0
2001,2,USA,708.0
2001,3,USA,773.0
2001,4,USA,703.0
2001,5,USA,825.0
2001,6,USA,867.0
2001,7,USA,920.0
2001,8,USA,751.0
2001,9,USA,600.0
2001,10,USA,575.0
2001,11,USA,610.0
2001,12,USA,627.0
2002,1,USA,762.0
2002,2,USA,716.0
2002,3,USA,948.0
2002,4,USA,696.0
2002,5,USA,831.0
2002,6,USA,868.0
2002,7,USA,962.0
2002,8,USA,803.0
2002,9,USA,735.0
2002,10,USA,810.0
2002,11,USA,651.0
2002,12,USA,495.0
2003,1,USA,203.0
2003,2,USA,549.0
2003,3,USA,750.0
2003,4,USA,404.0
2003,5,USA,496.0
2003,6,USA,877.0
2003,7,USA,714.0
2003,8,USA,897.0
2003,9,USA,843.0
2003,10,USA,709.0
2003,11,USA,601.0
2003,12,USA,701.0
2004,1,USA,912.0
2004,2,USA,919.0
2004,3,USA,946.0
2004,4,USA,866.0
2004,5,USA,712.0
2004,6,USA,1189.0
2004,7,USA,1103.0
2004,8,USA,2567.0
2004,9,USA,866.0
2004,10,USA,1050.0
2004,11,USA,923.0
2004,12,USA,944.0
2005,1,USA,932.0
2005,2,USA,861.0
2005,3,USA,1030.0
2005,4,USA,850.0
2005,5,USA,777.0
2005,6,USA,1055.0
2005,7,USA,885.0
2005,8,USA,972.0
2005,9,USA,1037.0
2005,10,USA,939.0
2005,11,USA,903.0
2005,12,USA,961.0
2006,1,USA,947.0
2006,2,USA,860.0
2006,3,USA,863.0
2006,4,USA,837.0
2006,5,USA,783.0
2006,6,USA,822.0
2006,7,USA,747.0
2006,8,USA,790.0
2006,9,USA,720.0
2006,10,USA,710.0
2006,11,USA,790.0
2006,12,USA,838.0
2007,1,USA,804.0
2007,2,USA,1088.0
2007,3,USA,1082.0
2007,4,USA,793.0
2007,5,USA,845.0
2007,6,USA,1131.0
2007,7,USA,1425.0
2007,8,USA,1068.0
2007,9,USA,904.0
2007,10,USA,996.0
2007,11,USA,2397.0
2007,12,USA,1384.0
2008,1,USA,1058.0
2008,2,USA,862.0
2008,3,USA,794.0
2008,4,USA,648.0
2008,5,USA,639.0
2008,6,USA,948.0
2008,7,USA,1041.0
2008,8,USA,953.0
2008,9,USA,887.0
2008,10,USA,911.0
2008,11,USA,804.0
2008,12,USA,1041.0
2009,1,USA,721.0
2009,2,USA,878.0
2009,3,USA,1247.0
2009,4,USA,985.0
2009,5,USA,1047.0
2009,6,USA,1016.0
2009,7,USA,1082.0
2009,8,USA,929.0
2009,9,USA,782.0
2009,10,USA,944.0
2009,11,USA,963.0
2009,12,USA,906.0
2010,1,USA,882.0
2010,2,USA,774.0
2010,3,USA,668.0
2010,4,USA,629.0
2010,5,USA,750.0
2010,6,USA,1039.0
2010,7,USA,909.0
2010,8,USA,749.0
2010,9,USA,683.0
2010,10,USA,687.0
2010,11,USA,622.0
2010,12,USA,615.0
2011,1,USA,957.0
2011,2,USA,758.0
2011,3,USA,789.0
2011,4,USA,914.0
2011,5,USA,907.0
2011,6,USA,914.0
2011,7,USA,1157.0
2011,8,USA,868.0
2011,9,USA,778.0
2011,10,USA,940.0
2011,11,USA,838.0
2011,12,USA,939.0
2012,1,USA,960.0
2012,2,USA,978.0
2012,3,USA,1225.0
2012,4,USA,1017.0
2012,5,USA,981.0
2012,6,USA,1266.0
2012,7,USA,1363.0
2012,8,USA,1154.0
2012,9,USA,1130.0
2012,10,USA,1217.0
2012,11,USA,1036.0
2012,12,USA,1234.0
2013,1,USA,992.0
2013,2,USA,1123.0
2013,3,USA,1425.0
2013,4,USA,916.0
2013,5,USA,1119.0
2013,6,USA,1260.0
2013,7,USA,1050.0
2013,8,USA,1125.0
2013,9,USA,1120.0
2013,10,USA,999.0
2013,11,USA,973.0
2013,12,USA,1030.0
2014,1,USA,1132.0
2014,2,USA,969.0
2014,3,USA,1044.0
2014,4,USA,938.0
2014,5,USA,1106.0
2014,6,USA,1224.0
2014,7,USA,1285.0
2014,8,USA,1040.0
2014,9,USA,1105.0
2014,10,USA,1042.0
2014,11,USA,878.0
2014,12,USA,1015.0
2015,1,USA,779.0
2015,2,USA,828.0
2015,3,USA,1152.0
2015,4,USA,1181.0
2015,5,USA,1128.0
2015,6,USA,993.0
2015,7,USA,873.0
2015,8,USA,894.0
2015,9,USA,810.0
2015,10,USA,809.0
2015,11,USA,918.0
2015,12,USA,778.0
2016,1,USA,733.0
2016,2,USA,1044.0
2016,3,USA,787.0
2016,4,USA,1493.0
2016,5,USA,819.0
2016,6,USA,789.0
2016,7,USA,761.0
2016,8,USA,898.0
2016,9,USA,710.0
2016,10,USA,718.0
2016,11,USA,637.0
2016,12,USA,723.0
2017,1,USA,764.0
2017,2,USA,604.0
2017,3,USA,1231.0
2017,4,USA,760.0
2017,5,USA,725.0
2017,6,USA,900.0
2017,7,USA,1201.0
2017,8,USA,664.0
2017,9,USA,675.0
2017,10,USA,943.0
2017,11,USA,734.0
2017,12,USA,771.0
2018,1,USA,962.0
2018,2,USA,620.0
2018,3,USA,1283.0
2018,4,USA,1186.0
2018,5,USA,649.0
2018,6,USA,1082.0
2018,7,USA,1136.0
2018,8,USA,834.0
2018,9,USA,642.0
2018,10,USA,641.0
2018,11,USA,818.0
2018,12,USA,655.0
2019,1,USA,618.0
2019,2,USA,748.0
2019,3,USA,814.0
2019,4,USA,607.0
2019,5,USA,745.0
2019,6,USA,767.0
2019,7,USA,1095.0
2019,8,USA,863.0
2019,9,USA,757.0
2019,10,USA,622.0
2019,11,USA,683.0
2019,12,USA,1023.0
2020,1,USA,998.0
2020,2,USA,365.0
2020,3,USA,116.0
2020,4,USA,1.0
2020,5,USA,3.0
2020,6,USA,8.0
2020,7,USA,15.0
2020,8,USA,4.0
2020,9,USA,14.0
2020,10,USA,5.0
2020,11,USA,1.0
2020,12,USA,3.0
2001,1,China,423.0
2001,2,China,426.0
2001,3,China,780.0
2001,4,China,603.0
2001,5,China,554.0
2001,6,China,436.0
2001,7,China,661.0
2001,8,China,572.0
2001,9,China,1004.0
2001,10,China,749.0
2001,11,China,757.0
2001,12,China,676.0
2002,1,China,795.0
2002,2,China,640.0
2002,3,China,886.0
2002,4,China,736.0
2002,5,China,811.0
2002,6,China,843.0
2002,7,China,986.0
2002,8,China,1011.0
2002,9,China,989.0
2002,10,China,1212.0
2002,11,China,1484.0
2002,12,China,998.0
2003,1,China,383.0
2003,2,China,1069.0
2003,3,China,951.0
2003,4,China,611.0
2003,5,China,421.0
2003,6,China,759.0
2003,7,China,1041.0
2003,8,China,1079.0
2003,9,China,1106.0
2003,10,China,761.0
2003,11,China,885.0
2003,12,China,1492.0
2004,1,China,955.0
2004,2,China,840.0
2004,3,China,800.0
2004,4,China,885.0
2004,5,China,539.0
2004,6,China,899.0
2004,7,China,1298.0
2004,8,China,1205.0
2004,9,China,1055.0
2004,10,China,1046.0
2004,11,China,1324.0
2004,12,China,1239.0
2005,1,China,1258.0
2005,2,China,960.0
2005,3,China,1687.0
2005,4,China,1322.0
2005,5,China,1400.0
2005,6,China,1482.0
2005,7,China,1671.0
2005,8,China,1252.0
2005,9,China,2328.0
2005,10,China,2524.0
2005,11,China,1092.0
2005,12,China,1951.0
2006,1,China,2379.0
2006,2,China,1626.0
2006,3,China,1627.0
2006,4,China,1450.0
2006,5,China,1617.0
2006,6,China,1530.0
2006,7,China,1653.0
2006,8,China,1691.0
2006,9,China,1641.0
2006,10,China,1777.0
2006,11,China,1896.0
2006,12,China,2015.0
2007,1,China,1494.0
2007,2,China,1517.0
2007,3,China,2128.0
2007,4,China,1754.0
2007,5,China,1797.0
2007,6,China,1574.0
2007,7,China,1796.0
2007,8,China,2648.0
2007,9,China,2386.0
2007,10,China,2485.0
2007,11,China,2754.0
2007,12,China,2670.0
2008,1,China,2796.0
2008,2,China,2118.0
2008,3,China,2788.0
2008,4,China,3686.0
2008,5,China,2991.0
2008,6,China,3103.0
2008,7,China,3876.0
2008,8,China,3737.0
2008,9,China,2967.0
2008,10,China,3274.0
2008,11,China,2960.0
2008,12,China,3044.0
2009,1,China,1648.0
2009,2,China,3124.0
2009,3,China,2988.0
2009,4,China,3549.0
2009,5,China,3549.0
2009,6,China,3005.0
2009,7,China,3497.0
2009,8,China,3498.0
2009,9,China,3158.0
2009,10,China,3478.0
2009,11,China,3693.0
2009,12,China,3290.0
2010,1,China,3833.0
2010,2,China,2731.0
2010,3,China,2883.0
2010,4,China,2460.0
2010,5,China,2746.0
2010,6,China,2386.0
2010,7,China,2814.0
2010,8,China,3272.0
2010,9,China,2502.0
2010,10,China,3175.0
2010,11,China,2801.0
2010,12,China,2785.0
2011,1,China,2842.0
2011,2,China,2969.0
2011,3,China,2802.0
2011,4,China,2777.0
2011,5,China,2933.0
2011,6,China,2820.0
2011,7,China,3277.0
2011,8,China,3382.0
2011,9,China,2926.0
2011,10,China,2804.0
2011,11,China,2694.0
2011,12,China,3083.0
2012,1,China,2856.0
2012,2,China,3338.0
2012,3,China,3682.0
2012,4,China,3913.0
2012,5,China,3808.0
2012,6,China,3508.0
2012,7,China,3960.0
2012,8,China,3640.0
2012,9,China,3720.0
2012,10,China,3532.0
2012,11,China,3782.0
2012,12,China,3587.0
2013,1,China,3111.0
2013,2,China,3361.0
2013,3,China,3442.0
2013,4,China,4072.0
2013,5,China,3540.0
2013,6,China,3168.0
2013,7,China,3642.0
2013,8,China,3711.0
2013,9,China,3412.0
2013,10,China,3502.0
2013,11,China,3576.0
2013,12,China,3646.0
2014,1,China,3510.0
2014,2,China,3764.0
2014,3,China,3752.0
2014,4,China,3658.0
2014,5,China,3348.0
2014,6,China,3267.0
2014,7,China,3663.0
2014,8,China,3249.0
2014,9,China,3403.0
2014,10,China,3313.0
2014,11,China,2453.0
2014,12,China,2355.0
2015,1,China,2124.0
2015,2,China,1860.0
2015,3,China,3103.0
2015,4,China,2686.0
2015,5,China,3285.0
2015,6,China,2742.0
2015,7,China,2844.0
2015,8,China,3141.0
2015,9,China,2997.0
2015,10,China,2791.0
2015,11,China,2636.0
2015,12,China,2707.0
2016,1,China,2531.0
2016,2,China,2536.0
2016,3,China,3637.0
2016,4,China,3073.0
2016,5,China,2905.0
2016,6,China,2959.0
2016,7,China,3432.0
2016,8,China,3465.0
2016,9,China,3146.0
2016,10,China,3540.0
2016,11,China,3803.0
2016,12,China,3318.0
2017,1,China,3230.0
2017,2,China,3786.0
2017,3,China,3543.0
2017,4,China,2910.0
2017,5,China,2869.0
2017,6,China,3076.0
2017,7,China,3611.0
2017,8,China,3358.0
2017,9,China,3070.0
2017,10,China,2895.0
2017,11,China,3024.0
2017,12,China,2832.0
2018,1,China,3668.0
2018,2,China,4781.0
2018,3,China,4452.0
2018,4,China,3454.0
2018,5,China,3286.0
2018,6,China,2985.0
2018,7,China,4100.0
2018,8,China,4069.0
2018,9,China,3307.0
2018,10,China,3225.0
2018,11,China,3428.0
2018,12,China,3270.0
2019,1,China,3205.0
2019,2,China,3669.0
2019,3,China,3109.0
2019,4,China,3055.0
2019,5,China,3195.0
2019,6,China,3141.0
2019,7,China,3809.0
2019,8,China,3594.0
2019,9,China,3239.0
2019,10,China,3057.0
2019,11,China,3242.0
2019,12,China,3618.0
2020,1,China,3418.0
2020,2,China,1168.0
2020,3,China,682.0
2020,4,China,150.0
2020,5,China,259.0
2020,6,China,193.0
2020,7,China,194.0
2020,8,China,258.0
2020,9,China,335.0
2020,10,China,116.0
2020,11,China,189.0
2020,12,China,231.0
2001,1,Russia,
2001,2,Russia,
2001,3,Russia,
2001,4,Russia,
2001,5,Russia,
2001,6,Russia,
2001,7,Russia,
2001,8,Russia,
2001,9,Russia,
2001,10,Russia,
2001,11,Russia,
2001,12,Russia,
2002,1,Russia,
2002,2,Russia,
2002,3,Russia,
2002,4,Russia,
2002,5,Russia,
2002,6,Russia,
2002,7,Russia,
2002,8,Russia,
2002,9,Russia,
2002,10,Russia,
2002,11,Russia,
2002,12,Russia,
2003,1,Russia,
2003,2,Russia,
2003,3,Russia,
2003,4,Russia,
2003,5,Russia,
2003,6,Russia,
2003,7,Russia,
2003,8,Russia,
2003,9,Russia,
2003,10,Russia,
2003,11,Russia,
2003,12,Russia,
2004,1,Russia,
2004,2,Russia,
2004,3,Russia,
2004,4,Russia,
2004,5,Russia,
2004,6,Russia,
2004,7,Russia,
2004,8,Russia,
2004,9,Russia,
2004,10,Russia,
2004,11,Russia,
2004,12,Russia,
2005,1,Russia,
2005,2,Russia,
2005,3,Russia,
2005,4,Russia,
2005,5,Russia,
2005,6,Russia,
2005,7,Russia,
2005,8,Russia,
2005,9,Russia,
2005,10,Russia,
2005,11,Russia,
2005,12,Russia,
2006,1,Russia,
2006,2,Russia,
2006,3,Russia,
2006,4,Russia,
2006,5,Russia,
2006,6,Russia,
2006,7,Russia,
2006,8,Russia,
2006,9,Russia,
2006,10,Russia,
2006,11,Russia,
2006,12,Russia,
2007,1,Russia,41.0
2007,2,Russia,52.0
2007,3,Russia,79.0
2007,4,Russia,35.0
2007,5,Russia,41.0
2007,6,Russia,38.0
2007,7,Russia,286.0
2007,8,Russia,65.0
2007,9,Russia,64.0
2007,10,Russia,329.0
2007,11,Russia,71.0
2007,12,Russia,62.0
2008,1,Russia,99.0
2008,2,Russia,99.0
2008,3,Russia,71.0
2008,4,Russia,88.0
2008,5,Russia,59.0
2008,6,Russia,46.0
2008,7,Russia,114.0
2008,8,Russia,68.0
2008,9,Russia,58.0
2008,10,Russia,50.0
2008,11,Russia,71.0
2008,12,Russia,96.0
2009,1,Russia,25.0
2009,2,Russia,45.0
2009,3,Russia,59.0
2009,4,Russia,82.0
2009,5,Russia,98.0
2009,6,Russia,68.0
2009,7,Russia,135.0
2009,8,Russia,69.0
2009,9,Russia,76.0
2009,10,Russia,103.0
2009,11,Russia,98.0
2009,12,Russia,128.0
2010,1,Russia,67.0
2010,2,Russia,53.0
2010,3,Russia,56.0
2010,4,Russia,74.0
2010,5,Russia,38.0
2010,6,Russia,71.0
2010,7,Russia,60.0
2010,8,Russia,64.0
2010,9,Russia,34.0
2010,10,Russia,68.0
2010,11,Russia,70.0
2010,12,Russia,44.0
2011,1,Russia,71.0
2011,2,Russia,40.0
2011,3,Russia,40.0
2011,4,Russia,47.0
2011,5,Russia,86.0
2011,6,Russia,86.0
2011,7,Russia,78.0
2011,8,Russia,35.0
2011,9,Russia,73.0
2011,10,Russia,99.0
2011,11,Russia,46.0
2011,12,Russia,81.0
2012,1,Russia,76.0
2012,2,Russia,67.0
2012,3,Russia,99.0
2012,4,Russia,79.0
2012,5,Russia,38.0
2012,6,Russia,64.0
2012,7,Russia,70.0
2012,8,Russia,61.0
2012,9,Russia,77.0
2012,10,Russia,93.0
2012,11,Russia,62.0
2012,12,Russia,83.0
2013,1,Russia,169.0
2013,2,Russia,86.0
2013,3,Russia,121.0
2013,4,Russia,83.0
2013,5,Russia,112.0
2013,6,Russia,75.0
2013,7,Russia,84.0
2013,8,Russia,106.0
2013,9,Russia,102.0
2013,10,Russia,112.0
2013,11,Russia,117.0
2013,12,Russia,82.0
2014,1,Russia,162.0
2014,2,Russia,70.0
2014,3,Russia,144.0
2014,4,Russia,101.0
2014,5,Russia,95.0
2014,6,Russia,80.0
2014,7,Russia,84.0
2014,8,Russia,139.0
2014,9,Russia,101.0
2014,10,Russia,116.0
2014,11,Russia,81.0
2014,12,Russia,87.0
2015,1,Russia,126.0
2015,2,Russia,85.0
2015,3,Russia,108.0
2015,4,Russia,67.0
2015,5,Russia,81.0
2015,6,Russia,74.0
2015,7,Russia,49.0
2015,8,Russia,93.0
2015,9,Russia,69.0
2015,10,Russia,91.0
2015,11,Russia,159.0
2015,12,Russia,82.0
2016,1,Russia,144.0
2016,2,Russia,139.0
2016,3,Russia,73.0
2016,4,Russia,57.0
2016,5,Russia,60.0
2016,6,Russia,81.0
2016,7,Russia,72.0
2016,8,Russia,101.0
2016,9,Russia,79.0
2016,10,Russia,128.0
2016,11,Russia,109.0
2016,12,Russia,109.0
2017,1,Russia,123.0
2017,2,Russia,134.0
2017,3,Russia,164.0
2017,4,Russia,150.0
2017,5,Russia,140.0
2017,6,Russia,72.0
2017,7,Russia,121.0
2017,8,Russia,124.0
2017,9,Russia,116.0
2017,10,Russia,130.0
2017,11,Russia,111.0
2017,12,Russia,108.0
2018,1,Russia,145.0
2018,2,Russia,122.0
2018,3,Russia,153.0
2018,4,Russia,140.0
2018,5,Russia,85.0
2018,6,Russia,103.0
2018,7,Russia,124.0
2018,8,Russia,137.0
2018,9,Russia,151.0
2018,10,Russia,137.0
2018,11,Russia,318.0
2018,12,Russia,135.0
2019,1,Russia,163.0
2019,2,Russia,129.0
2019,3,Russia,136.0
2019,4,Russia,174.0
2019,5,Russia,144.0
2019,6,Russia,105.0
2019,7,Russia,197.0
2019,8,Russia,127.0
2019,9,Russia,150.0
2019,10,Russia,133.0
2019,11,Russia,158.0
2019,12,Russia,151.0
2020,1,Russia,187.0
2020,2,Russia,74.0
2020,3,Russia,74.0
2020,4,Russia,4.0
2020,5,Russia,2.0
2020,6,Russia,2.0
2020,7,Russia,6.0
2020,8,Russia,4.0
2020,9,Russia,12.0
2020,10,Russia,3.0
2020,11,Russia,0.0
2020,12,Russia,0.0
2001,1,Latin America,
2001,2,Latin America,
2001,3,Latin America,
2001,4,Latin America,
2001,5,Latin America,
2001,6,Latin America,
2001,7,Latin America,
2001,8,Latin America,
2001,9,Latin America,
2001,10,Latin America,
2001,11,Latin America,
2001,12,Latin America,
2002,1,Latin America,
2002,2,Latin America,
2002,3,Latin America,
2002,4,Latin America,
2002,5,Latin America,
2002,6,Latin America,
2002,7,Latin America,
2002,8,Latin America,
2002,9,Latin America,
2002,10,Latin America,
2002,11,Latin America,
2002,12,Latin America,
2003,1,Latin America,
2003,2,Latin America,
2003,3,Latin America,
2003,4,Latin America,
2003,5,Latin America,
2003,6,Latin America,
2003,7,Latin America,
2003,8,Latin America,
2003,9,Latin America,
2003,10,Latin America,
2003,11,Latin America,
2003,12,Latin America,
2004,1,Latin America,
2004,2,Latin America,
2004,3,Latin America,
2004,4,Latin America,
2004,5,Latin America,
2004,6,Latin America,
2004,7,Latin America,
2004,8,Latin America,
2004,9,Latin America,
2004,10,Latin America,
2004,11,Latin America,
2004,12,Latin America,
2005,1,Latin America,
2005,2,Latin America,
2005,3,Latin America,
2005,4,Latin America,
2005,5,Latin America,
2005,6,Latin America,
2005,7,Latin America,
2005,8,Latin America,
2005,9,Latin America,
2005,10,Latin America,
2005,11,Latin America,
2005,12,Latin America,
2006,1,Latin America,
2006,2,Latin America,
2006,3,Latin America,
2006,4,Latin America,
2006,5,Latin America,
2006,6,Latin America,
2006,7,Latin America,
2006,8,Latin America,
2006,9,Latin America,
2006,10,Latin America,
2006,11,Latin America,
2006,12,Latin America,
2007,1,Latin America,64.0
2007,2,Latin America,61.0
2007,3,Latin America,85.0
2007,4,Latin America,74.0
2007,5,Latin America,92.0
2007,6,Latin America,89.0
2007,7,Latin America,88.0
2007,8,Latin America,57.0
2007,9,Latin America,83.0
2007,10,Latin America,83.0
